direction, mx, my, mz, mx_max, my_max, mz_max, mx_min, my_min, mz_min,,mx,my,mz,,,,,,,,,,,,,,mx,my,mz,,,,,,,,,,,,,mx,my,mz
Left,-30,52,10,0,54,25,-77,-24,7,,,,,,,Right,-50,31,19,24,93,26,-100,-38,-111,,,,,,Straight,-6,-7,11,24,93,26,-100,-38,-111,,,,
Left,-30,53,9,0,54,25,-77,-24,7,,,,,,,Right,-53,30,20,24,93,26,-100,-38,-111,,,,,,Straight,-8,-11,11,24,93,26,-100,-38,-111,,,,
Left,-30,52,11,0,54,25,-77,-24,7,,,,,,,Right,-49,32,19,24,93,26,-100,-38,-111,,,,,,Straight,-11,-8,13,24,93,26,-100,-38,-111,,,,
Left,-29,50,12,0,54,25,-77,-24,7,,,,,,,Right,-49,33,20,24,93,26,-100,-38,-111,,,,,,Straight,-13,-10,14,24,93,26,-100,-38,-111,,,,
Left,-28,51,11,0,54,25,-77,-24,7,,,,,,,Right,-49,32,20,24,93,26,-100,-38,-111,,,,,,Straight,-15,-11,11,24,93,26,-100,-38,-111,,,,
Left,-31,48,12,0,54,25,-77,-24,7,,,,,,,Right,-47,34,19,24,93,26,-100,-38,-111,,,,,,Straight,-17,-12,13,24,93,26,-100,-38,-111,,,,
Left,-31,49,11,0,54,25,-77,-24,7,,,,,,,Right,-48,34,19,24,93,26,-100,-38,-111,,,,,,Straight,-19,-13,12,24,93,26,-100,-38,-111,,,,
Left,-28,48,11,0,54,25,-77,-24,7,,,,,,,Right,-45,34,18,24,93,26,-100,-38,-111,,,,,,Straight,-21,-15,14,24,93,26,-100,-38,-111,,,,
Left,-28,49,12,0,54,25,-77,-24,7,,,,,,,Right,-44,34,20,24,93,26,-100,-38,-111,,,,,,Straight,-23,-14,12,24,93,26,-100,-38,-111,,,,
Left,-28,49,12,0,54,25,-77,-24,7,,,,,,,Right,-44,37,20,24,93,26,-100,-38,-111,,,,,,Straight,-24,-16,14,24,93,26,-100,-38,-111,,,,
Left,-27,49,12,0,54,25,-77,-24,7,,,,,,,Right,-46,36,19,24,93,26,-100,-38,-111,,,,,,Straight,-27,-17,15,24,93,26,-100,-38,-111,,,,
Left,-28,47,11,0,54,25,-77,-24,7,,,,,,,Right,-43,38,19,24,93,26,-100,-38,-111,,,,,,Straight,-27,-16,14,24,93,26,-100,-38,-111,,,,
Left,-27,49,14,0,54,25,-77,-24,7,,,,,,,Right,-43,37,19,24,93,26,-100,-38,-111,,,,,,Straight,-29,-16,15,24,93,26,-100,-38,-111,,,,
Left,-26,48,13,0,54,25,-77,-24,7,,,,,,,Right,-45,39,18,24,93,26,-100,-38,-111,,,,,,Straight,-30,-16,14,24,93,26,-100,-38,-111,,,,
Left,-26,47,11,0,54,25,-77,-24,7,,,,,,,Right,-44,39,18,24,93,26,-100,-38,-111,,,,,,Straight,-29,-15,14,24,93,26,-100,-38,-111,,,,
Left,-23,46,12,0,54,25,-77,-24,7,,,,,,,Right,-43,40,19,24,93,26,-100,-38,-111,,,,,,Straight,-33,-16,14,24,93,26,-100,-38,-111,,,,
Left,-21,47,13,0,54,25,-77,-24,7,,,,,,,Right,-42,40,19,24,93,26,-100,-38,-111,,,,,,Straight,-32,-17,16,24,93,26,-100,-38,-111,,,,
Left,-20,44,14,0,54,25,-77,-24,7,,,,,,,Right,-40,40,19,24,93,26,-100,-38,-111,,,,,,Straight,-33,-16,15,24,93,26,-100,-38,-111,,,,
Left,-19,43,11,0,54,25,-77,-24,7,,,,,,,Right,-41,39,18,24,93,26,-100,-38,-111,,,,,,Straight,-36,-16,14,24,93,26,-100,-38,-111,,,,
Left,-16,43,10,0,54,25,-77,-24,7,,,,,,,Right,-40,40,17,24,93,26,-100,-38,-111,,,,,,Straight,-37,-16,16,24,93,26,-100,-38,-111,,,,
Left,-15,43,14,0,54,25,-77,-24,7,,,,,,,Right,-41,40,16,24,93,26,-100,-38,-111,,,,,,Straight,-39,-16,16,24,93,26,-100,-38,-111,,,,
Left,-14,38,13,0,54,25,-77,-24,7,,,,,,,Right,-39,42,18,24,93,26,-100,-38,-111,,,,,,Straight,-39,-13,19,24,93,26,-100,-38,-111,,,,
Left,-16,39,13,0,54,25,-77,-24,7,,,,,,,Right,-39,40,19,24,93,26,-100,-38,-111,,,,,,Straight,-39,-13,16,24,93,26,-100,-38,-111,,,,
Left,-14,35,14,0,54,25,-77,-24,7,,,,,,,Right,-40,39,18,24,93,26,-100,-38,-111,,,,,,Straight,-40,-17,15,24,93,26,-100,-38,-111,,,,
Left,-13,34,15,0,54,25,-77,-24,7,,,,,,,Right,-38,39,19,24,93,26,-100,-38,-111,,,,,,Straight,-38,-14,17,24,93,26,-100,-38,-111,,,,
Left,-11,30,15,0,54,25,-77,-24,7,,,,,,,Right,-37,37,18,24,93,26,-100,-38,-111,,,,,,Straight,-37,-15,17,24,93,26,-100,-38,-111,,,,
Left,-10,30,14,0,54,25,-77,-24,7,,,,,,,Right,-39,38,19,24,93,26,-100,-38,-111,,,,,,Straight,-37,-16,17,24,93,26,-100,-38,-111,,,,
Left,-12,28,17,0,54,25,-77,-24,7,,,,,,,Right,-39,37,17,24,93,26,-100,-38,-111,,,,,,Straight,-40,-13,15,24,93,26,-100,-38,-111,,,,
Left,-9,24,15,0,54,25,-77,-24,7,,,,,,,Right,-38,38,18,24,93,26,-100,-38,-111,,,,,,Straight,-38,-15,16,24,93,26,-100,-38,-111,,,,
Left,-7,22,14,0,54,25,-77,-24,7,,,,,,,Right,-39,39,16,24,93,26,-100,-38,-111,,,,,,Straight,-42,-14,19,24,93,26,-100,-38,-111,,,,
Left,-8,19,15,0,54,25,-77,-24,7,,,,,,,Right,-40,37,18,24,93,26,-100,-38,-111,,,,,,Straight,-41,-12,16,24,93,26,-100,-38,-111,,,,
Left,-7,16,17,0,54,25,-77,-24,7,,,,,,,Right,-37,36,19,24,93,26,-100,-38,-111,,,,,,Straight,-40,-12,18,24,93,26,-100,-38,-111,,,,
Left,-8,11,16,0,54,25,-77,-24,7,,,,,,,Right,-38,34,18,24,93,26,-100,-38,-111,,,,,,Straight,-39,-13,16,24,93,26,-100,-38,-111,,,,
Left,-9,11,16,0,54,25,-77,-24,7,,,,,,,Right,-36,35,19,24,93,26,-100,-38,-111,,,,,,Straight,-39,-16,17,24,93,26,-100,-38,-111,,,,
Left,-9,10,15,0,54,25,-77,-24,7,,,,,,,Right,-37,34,21,24,93,26,-100,-38,-111,,,,,,Straight,-40,-12,17,24,93,26,-100,-38,-111,,,,
Left,-9,7,13,0,54,25,-77,-24,7,,,,,,,Right,-37,32,20,24,93,26,-100,-38,-111,,,,,,Straight,-39,-12,18,24,93,26,-100,-38,-111,,,,
Left,-9,6,16,0,54,25,-77,-24,7,,,,,,,Right,-34,33,20,24,93,26,-100,-38,-111,,,,,,Straight,-41,-13,19,24,93,26,-100,-38,-111,,,,
Left,-11,4,15,0,54,25,-77,-24,7,,,,,,,Right,-35,32,20,24,93,26,-100,-38,-111,,,,,,Straight,-38,-11,18,24,93,26,-100,-38,-111,,,,
Left,-8,4,16,0,54,25,-77,-24,7,,,,,,,Right,-33,32,20,24,93,26,-100,-38,-111,,,,,,Straight,-40,-13,21,24,93,26,-100,-38,-111,,,,
Left,-8,3,14,0,54,25,-77,-24,7,,,,,,,Right,-33,33,24,24,93,26,-100,-38,-111,,,,,,Straight,-37,-14,16,24,93,26,-100,-38,-111,,,,
Left,-8,2,14,0,54,25,-77,-24,7,,,,,,,Right,-33,32,22,24,93,26,-100,-38,-111,,,,,,Straight,-39,-12,19,24,93,26,-100,-38,-111,,,,
Left,-7,0,11,0,54,25,-77,-24,7,,,,,,,Right,-31,34,23,24,93,26,-100,-38,-111,,,,,,Straight,-39,-14,18,24,93,26,-100,-38,-111,,,,
Left,-9,-1,12,0,54,25,-77,-24,7,,,,,,,Right,-33,33,20,24,93,26,-100,-38,-111,,,,,,Straight,-37,-13,18,24,93,26,-100,-38,-111,,,,
Left,-6,-2,11,0,54,25,-77,-24,7,,,,,,,Right,-33,33,23,24,93,26,-100,-38,-111,,,,,,Straight,-38,-13,16,24,93,26,-100,-38,-111,,,,
Left,-6,-5,11,0,54,25,-77,-24,7,,,,,,,Right,-31,35,19,24,93,26,-100,-38,-111,,,,,,Straight,-39,-11,17,24,93,26,-100,-38,-111,,,,
Left,-5,-7,10,0,54,25,-77,-24,7,,,,,,,Right,-29,35,20,24,93,26,-100,-38,-111,,,,,,Straight,-40,-11,19,24,93,26,-100,-38,-111,,,,
Left,-5,-6,10,0,54,25,-77,-24,7,,,,,,,Right,-28,35,22,24,93,26,-100,-38,-111,,,,,,Straight,-40,-12,19,24,93,26,-100,-38,-111,,,,
Left,-6,-8,10,0,54,25,-77,-24,7,,,,,,,Right,-30,38,20,24,93,26,-100,-38,-111,,,,,,Straight,-41,-12,18,24,93,26,-100,-38,-111,,,,
Left,-6,-9,10,0,54,25,-77,-24,7,,,,,,,Right,-28,41,17,24,93,26,-100,-38,-111,,,,,,Straight,-41,-14,18,24,93,26,-100,-38,-111,,,,
Left,-5,-10,10,0,54,25,-77,-24,7,,,,,,,Right,-31,44,17,24,93,26,-100,-38,-111,,,,,,Straight,-41,-14,16,24,93,26,-100,-38,-111,,,,
Left,-5,-9,7,0,54,25,-77,-24,7,,,,,,,Right,-29,48,16,24,93,26,-100,-38,-111,,,,,,Straight,-42,-12,15,24,93,26,-100,-38,-111,,,,
Left,-5,-10,8,0,54,25,-77,-24,7,,,,,,,Right,-28,48,16,24,93,26,-100,-38,-111,,,,,,Straight,-40,-13,17,24,93,26,-100,-38,-111,,,,
Left,-8,-10,8,0,54,25,-77,-24,7,,,,,,,Right,-26,50,12,24,93,26,-100,-38,-111,,,,,,Straight,-40,-13,15,24,93,26,-100,-38,-111,,,,
Left,-7,-11,7,0,54,25,-77,-24,7,,,,,,,Right,-24,49,12,24,93,26,-100,-38,-111,,,,,,Straight,-41,-14,14,24,93,26,-100,-38,-111,,,,
Left,-10,-15,8,0,54,25,-77,-24,7,,,,,,,Right,-23,48,12,24,93,26,-100,-38,-111,,,,,,Straight,-41,-12,16,24,93,26,-100,-38,-111,,,,
Left,-11,-16,7,0,54,25,-77,-24,7,,,,,,,Right,-23,47,13,24,93,26,-100,-38,-111,,,,,,Straight,-41,-13,16,24,93,26,-100,-38,-111,,,,
Left,-11,-15,8,0,54,25,-77,-24,7,,,,,,,Right,-20,45,17,24,93,26,-100,-38,-111,,,,,,Straight,-42,-17,17,24,93,26,-100,-38,-111,,,,
Left,-12,-15,8,0,54,25,-77,-24,7,,,,,,,Right,-20,43,15,24,93,26,-100,-38,-111,,,,,,Straight,-40,-14,15,24,93,26,-100,-38,-111,,,,
Left,-13,-17,8,0,54,25,-77,-24,7,,,,,,,Right,-21,44,16,24,93,26,-100,-38,-111,,,,,,Straight,-42,-14,16,24,93,26,-100,-38,-111,,,,
Left,-15,-17,8,0,54,25,-77,-24,7,,,,,,,Right,-20,41,15,24,93,26,-100,-38,-111,,,,,,Straight,-41,-15,17,24,93,26,-100,-38,-111,,,,
Left,-14,-20,9,0,54,25,-77,-24,7,,,,,,,Right,-18,39,16,24,93,26,-100,-38,-111,,,,,,Straight,-41,-13,17,24,93,26,-100,-38,-111,,,,
Left,-16,-19,9,0,54,25,-77,-24,7,,,,,,,Right,-17,35,18,24,93,26,-100,-38,-111,,,,,,Straight,-42,-12,18,24,93,26,-100,-38,-111,,,,
Left,-18,-17,10,0,54,25,-77,-24,7,,,,,,,Right,-14,38,17,24,93,26,-100,-38,-111,,,,,,Straight,-41,-15,14,24,93,26,-100,-38,-111,,,,
Left,-19,-20,10,0,54,25,-77,-24,7,,,,,,,Right,-12,33,16,24,93,26,-100,-38,-111,,,,,,Straight,-42,-15,17,24,93,26,-100,-38,-111,,,,
Left,-20,-19,9,0,54,25,-77,-24,7,,,,,,,Right,-12,33,17,24,93,26,-100,-38,-111,,,,,,Straight,-42,-16,16,24,93,26,-100,-38,-111,,,,
Left,-22,-18,10,0,54,25,-77,-24,7,,,,,,,Right,-13,31,18,24,93,26,-100,-38,-111,,,,,,Straight,-42,-15,15,24,93,26,-100,-38,-111,,,,
Left,-21,-19,12,0,54,25,-77,-24,7,,,,,,,Right,-11,28,19,24,93,26,-100,-38,-111,,,,,,Straight,-44,-13,17,24,93,26,-100,-38,-111,,,,
Left,-23,-20,8,0,54,25,-77,-24,7,,,,,,,Right,-8,29,18,24,93,26,-100,-38,-111,,,,,,Straight,-43,-12,18,24,93,26,-100,-38,-111,,,,
Left,-24,-19,11,0,54,25,-77,-24,7,,,,,,,Right,-8,28,18,24,93,26,-100,-38,-111,,,,,,Straight,-43,-11,18,24,93,26,-100,-38,-111,,,,
Left,-26,-19,11,0,54,25,-77,-24,7,,,,,,,Right,-6,24,18,24,93,26,-100,-38,-111,,,,,,Straight,-41,-10,20,24,93,26,-100,-38,-111,,,,
Left,-25,-19,12,0,54,25,-77,-24,7,,,,,,,Right,-6,22,17,24,93,26,-100,-38,-111,,,,,,Straight,-44,-9,22,24,93,26,-100,-38,-111,,,,
Left,-27,-19,11,0,54,25,-77,-24,7,,,,,,,Right,-5,21,17,24,93,26,-100,-38,-111,,,,,,Straight,-46,-8,20,24,93,26,-100,-38,-111,,,,
Left,-26,-20,10,0,54,25,-77,-24,7,,,,,,,Right,-5,19,16,24,93,26,-100,-38,-111,,,,,,Straight,-45,-9,18,24,93,26,-100,-38,-111,,,,
Left,-29,-21,11,0,54,25,-77,-24,7,,,,,,,Right,-2,17,16,24,93,26,-100,-38,-111,,,,,,Straight,-45,-11,17,24,93,26,-100,-38,-111,,,,
Left,-28,-20,8,0,54,25,-77,-24,7,,,,,,,Right,-1,15,13,24,93,26,-100,-38,-111,,,,,,Straight,-46,-12,17,24,93,26,-100,-38,-111,,,,
Left,-29,-20,12,0,54,25,-77,-24,7,,,,,,,Right,-1,12,13,24,93,26,-100,-38,-111,,,,,,Straight,-48,-9,19,24,93,26,-100,-38,-111,,,,
Left,-28,-22,11,0,54,25,-77,-24,7,,,,,,,Right,1,11,14,24,93,26,-100,-38,-111,,,,,,Straight,-48,-10,20,24,93,26,-100,-38,-111,,,,
Left,-29,-23,7,0,54,25,-77,-24,7,,,,,,,Right,0,9,13,24,93,26,-100,-38,-111,,,,,,Straight,-44,-11,19,24,93,26,-100,-38,-111,,,,
Left,-29,-24,8,0,54,25,-77,-24,7,,,,,,,Right,1,7,12,24,93,26,-100,-38,-111,,,,,,Straight,-46,-9,18,24,93,26,-100,-38,-111,,,,
Left,-29,-26,9,0,54,25,-77,-26,7,,,,,,,Right,1,5,11,24,93,26,-100,-38,-111,,,,,,Straight,-47,-9,18,24,93,26,-100,-38,-111,,,,
Left,-30,-27,7,0,54,25,-77,-27,7,,,,,,,Right,2,4,12,24,93,26,-100,-38,-111,,,,,,Straight,-46,-6,18,24,93,26,-100,-38,-111,,,,
Left,-29,-25,5,0,54,25,-77,-27,5,,,,,,,Right,2,2,10,24,93,26,-100,-38,-111,,,,,,Straight,-46,-8,19,24,93,26,-100,-38,-111,,,,
Left,-30,-27,6,0,54,25,-77,-27,5,,,,,,,Right,2,3,8,24,93,26,-100,-38,-111,,,,,,Straight,-45,-9,19,24,93,26,-100,-38,-111,,,,
Left,-28,-30,4,0,54,25,-77,-30,4,,,,,,,Right,4,-1,10,24,93,26,-100,-38,-111,,,,,,Straight,-48,-8,19,24,93,26,-100,-38,-111,,,,
Left,-29,-28,0,0,54,25,-77,-30,0,,,,,,,Right,1,-2,8,24,93,26,-100,-38,-111,,,,,,Straight,-47,-10,18,24,93,26,-100,-38,-111,,,,
Left,-28,-28,-1,0,54,25,-77,-30,-1,,,,,,,Right,-1,-5,8,24,93,26,-100,-38,-111,,,,,,Straight,-46,-11,16,24,93,26,-100,-38,-111,,,,
Left,-30,-30,-3,0,54,25,-77,-30,-3,,,,,,,Right,1,-6,8,24,93,26,-100,-38,-111,,,,,,Straight,-47,-11,19,24,93,26,-100,-38,-111,,,,
Left,-27,-32,-5,0,54,25,-77,-32,-5,,,,,,,Right,-1,-7,8,24,93,26,-100,-38,-111,,,,,,Straight,-47,-10,18,24,93,26,-100,-38,-111,,,,
Left,-29,-34,-7,0,54,25,-77,-34,-7,,,,,,,Right,-2,-9,8,24,93,26,-100,-38,-111,,,,,,Straight,-48,-10,17,24,93,26,-100,-38,-111,,,,
Left,-28,-36,-11,0,54,25,-77,-36,-11,,,,,,,Right,-4,-10,8,24,93,26,-100,-38,-111,,,,,,Straight,-47,-11,17,24,93,26,-100,-38,-111,,,,
Left,-29,-37,-15,0,54,25,-77,-37,-15,,,,,,,Right,-6,-11,8,24,93,26,-100,-38,-111,,,,,,Straight,-48,-11,20,24,93,26,-100,-38,-111,,,,
Left,-26,-36,-20,0,54,25,-77,-37,-20,,,,,,,Right,-4,-12,7,24,93,26,-100,-38,-111,,,,,,Straight,-49,-10,16,24,93,26,-100,-38,-111,,,,
Left,-28,-37,-22,0,54,25,-77,-37,-22,,,,,,,Right,-7,-14,8,24,93,26,-100,-38,-111,,,,,,Straight,-49,-12,15,24,93,26,-100,-38,-111,,,,
Left,-28,-36,-25,0,54,25,-77,-37,-25,,,,,,,Right,-9,-15,7,24,93,26,-100,-38,-111,,,,,,Straight,-50,-11,17,24,93,26,-100,-38,-111,,,,
Left,-26,-37,-30,0,54,25,-77,-37,-30,,,,,,,Right,-7,-14,6,24,93,26,-100,-38,-111,,,,,,Straight,-49,-12,17,24,93,26,-100,-38,-111,,,,
Left,-26,-38,-30,0,54,25,-77,-38,-30,,,,,,,Right,-10,-15,5,24,93,26,-100,-38,-111,,,,,,Straight,-52,-10,17,24,93,26,-100,-38,-111,,,,
Left,-25,-38,-37,0,54,25,-77,-38,-37,,,,,,,Right,-9,-18,6,24,93,26,-100,-38,-111,,,,,,Straight,-52,-12,16,24,93,26,-100,-38,-111,,,,
Left,-26,-38,-38,0,54,25,-77,-38,-38,,,,,,,Right,-10,-18,6,24,93,26,-100,-38,-111,,,,,,Straight,-51,-13,14,24,93,26,-100,-38,-111,,,,
Left,-24,-37,-40,0,54,25,-77,-38,-40,,,,,,,Right,-11,-18,6,24,93,26,-100,-38,-111,,,,,,Straight,-50,-13,16,24,93,26,-100,-38,-111,,,,
Left,-26,-37,-44,0,54,25,-77,-38,-44,,,,,,,Right,-11,-16,6,24,93,26,-100,-38,-111,,,,,,Straight,-53,-15,16,24,93,26,-100,-38,-111,,,,
Left,-25,-37,-42,0,54,25,-77,-38,-44,,,,,,,Right,-11,-16,7,24,93,26,-100,-38,-111,,,,,,Straight,-52,-12,15,24,93,26,-100,-38,-111,,,,
Left,-27,-36,-44,0,54,25,-77,-38,-44,,,,,,,Right,-12,-16,8,24,93,26,-100,-38,-111,,,,,,Straight,-54,-13,13,24,93,26,-100,-38,-111,,,,
Left,-24,-36,-45,0,54,25,-77,-38,-45,,,,,,,Right,-13,-16,9,24,93,26,-100,-38,-111,,,,,,Straight,-53,-11,16,24,93,26,-100,-38,-111,,,,
Left,-24,-35,-48,0,54,25,-77,-38,-48,,,,,,,Right,-16,-16,10,24,93,26,-100,-38,-111,,,,,,Straight,-54,-11,17,24,93,26,-100,-38,-111,,,,
Left,-23,-36,-50,0,54,25,-77,-38,-50,,,,,,,Right,-14,-14,10,24,93,26,-100,-38,-111,,,,,,Straight,-54,-11,12,24,93,26,-100,-38,-111,,,,
Left,-25,-36,-52,0,54,25,-77,-38,-52,,,,,,,Right,-17,-17,10,24,93,26,-100,-38,-111,,,,,,Straight,-55,-10,16,24,93,26,-100,-38,-111,,,,
Left,-25,-34,-53,0,54,25,-77,-38,-53,,,,,,,Right,-18,-16,11,24,93,26,-100,-38,-111,,,,,,Straight,-58,-10,13,24,93,26,-100,-38,-111,,,,
Left,-29,-34,-54,0,54,25,-77,-38,-54,,,,,,,Right,-19,-16,12,24,93,26,-100,-38,-111,,,,,,Straight,-57,-11,16,24,93,26,-100,-38,-111,,,,
Left,-28,-32,-56,0,54,25,-77,-38,-56,,,,,,,Right,-19,-13,14,24,93,26,-100,-38,-111,,,,,,Straight,-58,-9,14,24,93,26,-100,-38,-111,,,,
Left,-26,-33,-58,0,54,25,-77,-38,-58,,,,,,,Right,-24,-14,15,24,93,26,-100,-38,-111,,,,,,Straight,-59,-8,15,24,93,26,-100,-38,-111,,,,
Left,-28,-31,-60,0,54,25,-77,-38,-60,,,,,,,Right,-24,-13,14,24,93,26,-100,-38,-111,,,,,,Straight,-61,-7,15,24,93,26,-100,-38,-111,,,,
Left,-25,-33,-61,0,54,25,-77,-38,-61,,,,,,,Right,-24,-13,16,24,93,26,-100,-38,-111,,,,,,Straight,-62,-4,16,24,93,26,-100,-38,-111,,,,
Left,-25,-31,-63,0,54,25,-77,-38,-63,,,,,,,Right,-25,-13,15,24,93,26,-100,-38,-111,,,,,,Straight,-61,-6,13,24,93,26,-100,-38,-111,,,,
Left,-26,-32,-64,0,54,25,-77,-38,-64,,,,,,,Right,-23,-12,14,24,93,26,-100,-38,-111,,,,,,Straight,-65,-5,13,24,93,26,-100,-38,-111,,,,
Left,-23,-29,-64,0,54,25,-77,-38,-64,,,,,,,Right,-24,-12,15,24,93,26,-100,-38,-111,,,,,,Straight,-66,-5,12,24,93,26,-100,-38,-111,,,,
Left,-23,-29,-66,0,54,25,-77,-38,-66,,,,,,,Right,-26,-12,18,24,93,26,-100,-38,-111,,,,,,Straight,-67,-3,9,24,93,26,-100,-38,-111,,,,
Left,-24,-30,-67,0,54,25,-77,-38,-67,,,,,,,Right,-26,-11,16,24,93,26,-100,-38,-111,,,,,,Straight,-68,-5,9,24,93,26,-100,-38,-111,,,,
Left,-22,-28,-67,0,54,25,-77,-38,-67,,,,,,,Right,-27,-14,17,24,93,26,-100,-38,-111,,,,,,Straight,-71,-4,7,24,93,26,-100,-38,-111,,,,
Left,-23,-27,-68,0,54,25,-77,-38,-68,,,,,,,Right,-29,-10,18,24,93,26,-100,-38,-111,,,,,,Straight,-73,-2,7,24,93,26,-100,-38,-111,,,,
Left,-23,-26,-69,0,54,25,-77,-38,-69,,,,,,,Right,-29,-10,18,24,93,26,-100,-38,-111,,,,,,Straight,-75,-4,6,24,93,26,-100,-38,-111,,,,
Left,-21,-25,-68,0,54,25,-77,-38,-69,,,,,,,Right,-30,-11,18,24,93,26,-100,-38,-111,,,,,,Straight,-76,-2,4,24,93,26,-100,-38,-111,,,,
Left,-21,-26,-67,0,54,25,-77,-38,-69,,,,,,,Right,-31,-8,15,24,93,26,-100,-38,-111,,,,,,Straight,-79,-3,1,24,93,26,-100,-38,-111,,,,
Left,-22,-26,-69,0,54,25,-77,-38,-69,,,,,,,Right,-32,-9,20,24,93,26,-100,-38,-111,,,,,,Straight,-79,-1,-3,24,93,26,-100,-38,-111,,,,
Left,-21,-26,-68,0,54,25,-77,-38,-69,,,,,,,Right,-33,-9,19,24,93,26,-100,-38,-111,,,,,,Straight,-81,-3,0,24,93,26,-100,-38,-111,,,,
Left,-21,-26,-71,0,54,25,-77,-38,-71,,,,,,,Right,-34,-8,20,24,93,26,-100,-38,-111,,,,,,Straight,-84,0,-3,24,93,26,-100,-38,-111,,,,
Left,-20,-25,-72,0,54,25,-77,-38,-72,,,,,,,Right,-34,-9,18,24,93,26,-100,-38,-111,,,,,,Straight,-85,-1,-7,24,93,26,-100,-38,-111,,,,
Left,-21,-24,-71,0,54,25,-77,-38,-72,,,,,,,Right,-34,-10,17,24,93,26,-100,-38,-111,,,,,,Straight,-86,2,-10,24,93,26,-100,-38,-111,,,,
Left,-19,-24,-72,0,54,25,-77,-38,-72,,,,,,,Right,-33,-7,18,24,93,26,-100,-38,-111,,,,,,Straight,-89,4,-10,24,93,26,-100,-38,-111,,,,
Left,-15,-25,-71,0,54,25,-77,-38,-72,,,,,,,Right,-35,-10,16,24,93,26,-100,-38,-111,,,,,,Straight,-86,3,-13,24,93,26,-100,-38,-111,,,,
Left,-18,-23,-74,0,54,25,-77,-38,-74,,,,,,,Right,-34,-8,19,24,93,26,-100,-38,-111,,,,,,Straight,-88,3,-14,24,93,26,-100,-38,-111,,,,
Left,-19,-24,-75,0,54,25,-77,-38,-75,,,,,,,Right,-32,-8,18,24,93,26,-100,-38,-111,,,,,,Straight,-89,2,-18,24,93,26,-100,-38,-111,,,,
Left,-18,-22,-76,0,54,25,-77,-38,-76,,,,,,,Right,-32,-11,19,24,93,26,-100,-38,-111,,,,,,Straight,-90,3,-21,24,93,26,-100,-38,-111,,,,
Left,-20,-21,-73,0,54,25,-77,-38,-76,,,,,,,Right,-33,-7,19,24,93,26,-100,-38,-111,,,,,,Straight,-92,3,-25,24,93,26,-100,-38,-111,,,,
Left,-17,-22,-77,0,54,25,-77,-38,-77,,,,,,,Right,-32,-10,18,24,93,26,-100,-38,-111,,,,,,Straight,-92,4,-27,24,93,26,-100,-38,-111,,,,
Left,-19,-21,-77,0,54,25,-77,-38,-77,,,,,,,Right,-35,-8,17,24,93,26,-100,-38,-111,,,,,,Straight,-92,5,-30,24,93,26,-100,-38,-111,,,,
Left,-18,-19,-79,0,54,25,-77,-38,-79,,,,,,,Right,-33,-11,16,24,93,26,-100,-38,-111,,,,,,Straight,-93,7,-32,24,93,26,-100,-38,-111,,,,
Left,-18,-19,-78,0,54,25,-77,-38,-79,,,,,,,Right,-35,-9,18,24,93,26,-100,-38,-111,,,,,,Straight,-93,4,-37,24,93,26,-100,-38,-111,,,,
Left,-17,-19,-80,0,54,25,-77,-38,-80,,,,,,,Right,-34,-10,15,24,93,26,-100,-38,-111,,,,,,Straight,-93,6,-35,24,93,26,-100,-38,-111,,,,
Left,-19,-18,-81,0,54,25,-77,-38,-81,,,,,,,Right,-33,-11,17,24,93,26,-100,-38,-111,,,,,,Straight,-93,7,-41,24,93,26,-100,-38,-111,,,,
Left,-16,-16,-82,0,54,25,-77,-38,-82,,,,,,,Right,-34,-12,17,24,93,26,-100,-38,-111,,,,,,Straight,-94,9,-43,24,93,26,-100,-38,-111,,,,
Left,-16,-15,-85,0,54,25,-77,-38,-85,,,,,,,Right,-31,-10,17,24,93,26,-100,-38,-111,,,,,,Straight,-96,9,-45,24,93,26,-100,-38,-111,,,,
Left,-15,-13,-83,0,54,25,-77,-38,-85,,,,,,,Right,-33,-11,17,24,93,26,-100,-38,-111,,,,,,Straight,-95,12,-45,24,93,26,-100,-38,-111,,,,
Left,-14,-13,-85,0,54,25,-77,-38,-85,,,,,,,Right,-33,-12,16,24,93,26,-100,-38,-111,,,,,,Straight,-94,12,-50,24,93,26,-100,-38,-111,,,,
Left,-14,-12,-85,0,54,25,-77,-38,-85,,,,,,,Right,-33,-12,16,24,93,26,-100,-38,-111,,,,,,Straight,-96,11,-50,24,93,26,-100,-38,-111,,,,
Left,-14,-13,-82,0,54,25,-77,-38,-85,,,,,,,Right,-35,-12,18,24,93,26,-100,-38,-111,,,,,,Straight,-93,10,-55,24,93,26,-100,-38,-111,,,,
Left,-11,-11,-83,0,54,25,-77,-38,-85,,,,,,,Right,-34,-11,18,24,93,26,-100,-38,-111,,,,,,Straight,-91,14,-57,24,93,26,-100,-38,-111,,,,
Left,-12,-9,-85,0,54,25,-77,-38,-85,,,,,,,Right,-34,-13,16,24,93,26,-100,-38,-111,,,,,,Straight,-91,14,-60,24,93,26,-100,-38,-111,,,,
Left,-10,-10,-83,0,54,25,-77,-38,-85,,,,,,,Right,-35,-13,16,24,93,26,-100,-38,-111,,,,,,Straight,-90,14,-62,24,93,26,-100,-38,-111,,,,
Left,-10,-11,-84,0,54,25,-77,-38,-85,,,,,,,Right,-36,-14,16,24,93,26,-100,-38,-111,,,,,,Straight,-90,16,-66,24,93,26,-100,-38,-111,,,,
